"","Country_Region","confirmed","deaths","recovered","date"
"2881","Togo",1,0,0,2020-03-16
"2882","Trinidad and Tobago",4,0,0,2020-03-16
"2883","Tunisia",20,0,0,2020-03-16
"2884","Turkey",18,0,0,2020-03-16
"2885","Ukraine",7,1,0,2020-03-16
"2886","United Arab Emirates",98,0,23,2020-03-16
"2887","United Kingdom",1551,56,21,2020-03-16
"2888","Uruguay",8,0,0,2020-03-16
"2889","US",4632,85,17,2020-03-16
"2890","Uzbekistan",6,0,0,2020-03-16
"2891","Venezuela",17,0,0,2020-03-16
"2892","Vietnam",61,0,16,2020-03-16
"2893","Afghanistan",22,0,1,2020-03-17
"2894","Albania",55,1,0,2020-03-17
"2895","Algeria",60,4,12,2020-03-17
"2896","Andorra",39,0,1,2020-03-17
"2897","Antigua and Barbuda",1,0,0,2020-03-17
"2898","Argentina",68,2,3,2020-03-17
"2899","Armenia",78,0,1,2020-03-17
"2900","Aruba",3,0,0,2020-03-17
"2901","Australia",452,5,23,2020-03-17
"2902","Austria",1332,3,1,2020-03-17
"2903","Azerbaijan",28,1,6,2020-03-17
"2904","Bahrain",228,1,81,2020-03-17
"2905","Bangladesh",10,0,3,2020-03-17
"2906","Barbados",2,0,0,2020-03-17
"2907","Belarus",36,0,3,2020-03-17
"2908","Belgium",1243,10,1,2020-03-17
"2909","Benin",1,0,0,2020-03-17
"2910","Bhutan",1,0,0,2020-03-17
"2911","Bolivia",11,0,0,2020-03-17
"2912","Bosnia and Herzegovina",26,0,2,2020-03-17
"2913","Brazil",321,1,2,2020-03-17
"2914","Brunei",56,0,0,2020-03-17
"2915","Bulgaria",67,2,0,2020-03-17
"2916","Burkina Faso",15,0,0,2020-03-17
"2917","Cambodia",33,0,1,2020-03-17
"2918","Cameroon",10,0,0,2020-03-17
"2919","Canada",478,5,9,2020-03-17
"2920","Central African Republic",1,0,0,2020-03-17
"2921","Chile",201,0,0,2020-03-17
"2922","China",81058,3230,68798,2020-03-17
"2923","Colombia",65,0,1,2020-03-17
"2924","Congo (Brazzaville)",1,0,0,2020-03-17
"2925","Congo (Kinshasa)",3,0,0,2020-03-17
"2926","Costa Rica",41,0,0,2020-03-17
"2927","Cote d'Ivoire",5,0,1,2020-03-17
"2928","Croatia",65,0,4,2020-03-17
"2929","Cruise Ship",696,7,325,2020-03-17
"2930","Cuba",5,0,0,2020-03-17
"2931","Cyprus",46,0,0,2020-03-17
"2932","Czechia",396,0,3,2020-03-17
"2933","Denmark",1024,4,1,2020-03-17
"2934","Dominican Republic",21,1,0,2020-03-17
"2935","Ecuador",58,2,0,2020-03-17
"2936","Egypt",196,4,32,2020-03-17
"2937","Equatorial Guinea",1,0,0,2020-03-17
"2938","Estonia",225,0,1,2020-03-17
"2939","Eswatini",1,0,0,2020-03-17
"2940","Ethiopia",5,0,0,2020-03-17
"2941","Finland",321,0,10,2020-03-17
"2942","France",7683,148,12,2020-03-17
"2943","French Guiana",11,0,0,2020-03-17
"2944","Gabon",1,0,0,2020-03-17
"2945","Georgia",34,0,1,2020-03-17
"2946","Germany",9257,24,67,2020-03-17
"2947","Ghana",7,0,0,2020-03-17
"2948","Greece",387,5,8,2020-03-17
"2949","Greenland",1,0,0,2020-03-17
"2950","Guadeloupe",18,0,0,2020-03-17
"2951","Guam",3,0,0,2020-03-17
"2952","Guatemala",6,1,0,2020-03-17
"2953","Guernsey",0,0,0,2020-03-17
"2954","Guinea",1,0,0,2020-03-17
"2955","Guyana",7,1,0,2020-03-17
"2956","Holy See",1,0,0,2020-03-17
"2957","Honduras",8,0,0,2020-03-17
"2958","Hungary",50,1,2,2020-03-17
"2959","Iceland",220,1,0,2020-03-17
"2960","India",142,3,14,2020-03-17
"2961","Indonesia",172,5,8,2020-03-17
"2962","Iran",16169,988,5389,2020-03-17
"2963","Iraq",154,11,32,2020-03-17
"2964","Ireland",223,2,5,2020-03-17
"2965","Israel",337,0,11,2020-03-17
"2966","Italy",31506,2503,2941,2020-03-17
"2967","Jamaica",12,0,2,2020-03-17
"2968","Japan",878,29,144,2020-03-17
"2969","Jersey",0,0,0,2020-03-17
"2970","Jordan",34,0,1,2020-03-17
"2971","Kazakhstan",33,0,0,2020-03-17
"2972","Kenya",3,0,0,2020-03-17
"2973","Korea, South",8320,81,1407,2020-03-17
"2974","Kosovo",2,0,0,2020-03-17
"2975","Kuwait",130,0,9,2020-03-17
"2976","Latvia",49,0,1,2020-03-17
"2977","Lebanon",120,3,3,2020-03-17
"2978","Liberia",1,0,0,2020-03-17
"2979","Liechtenstein",7,0,0,2020-03-17
"2980","Lithuania",25,0,1,2020-03-17
"2981","Luxembourg",140,1,0,2020-03-17
"2982","Malaysia",673,2,49,2020-03-17
"2983","Maldives",13,0,0,2020-03-17
"2984","Malta",38,0,2,2020-03-17
"2985","Martinique",16,1,0,2020-03-17
"2986","Mauritania",1,0,0,2020-03-17
"2987","Mayotte",1,0,0,2020-03-17
"2988","Mexico",82,0,4,2020-03-17
"2989","Moldova",30,0,1,2020-03-17
"2990","Monaco",7,0,0,2020-03-17
"2991","Mongolia",5,0,0,2020-03-17
"2992","Montenegro",2,0,0,2020-03-17
"2993","Morocco",38,2,1,2020-03-17
"2994","Namibia",2,0,0,2020-03-17
"2995","Nepal",1,0,1,2020-03-17
"2996","Netherlands",1708,43,2,2020-03-17
"2997","New Zealand",12,0,0,2020-03-17
"2998","Nigeria",3,0,0,2020-03-17
"2999","North Macedonia",26,0,1,2020-03-17
"3000","Norway",1463,3,1,2020-03-17
"3001","occupied Palestinian territory",0,0,0,2020-03-17
"3002","Oman",24,0,9,2020-03-17
"3003","Pakistan",236,0,2,2020-03-17
"3004","Panama",69,1,0,2020-03-17
"3005","Paraguay",9,0,0,2020-03-17
"3006","Peru",117,0,1,2020-03-17
"3007","Philippines",187,12,5,2020-03-17
"3008","Poland",238,5,13,2020-03-17
"3009","Portugal",448,1,3,2020-03-17
"3010","Puerto Rico",0,0,0,2020-03-17
"3011","Qatar",439,0,4,2020-03-17
"3012","Republic of the Congo",0,0,0,2020-03-17
"3013","Reunion",9,0,0,2020-03-17
"3014","Romania",184,0,16,2020-03-17
"3015","Russia",114,0,8,2020-03-17
"3016","Rwanda",7,0,0,2020-03-17
"3017","Saint Lucia",2,0,0,2020-03-17
"3018","Saint Vincent and the Grenadines",1,0,0,2020-03-17
"3019","San Marino",109,7,4,2020-03-17
"3020","Saudi Arabia",171,0,6,2020-03-17
"3021","Senegal",26,0,2,2020-03-17
"3022","Serbia",65,0,1,2020-03-17
"3023","Seychelles",4,0,0,2020-03-17
"3024","Singapore",266,0,114,2020-03-17
"3025","Slovakia",72,0,0,2020-03-17
"3026","Slovenia",275,1,0,2020-03-17
"3027","Somalia",1,0,0,2020-03-17
"3028","South Africa",62,0,0,2020-03-17
"3029","Spain",11748,533,1028,2020-03-17
"3030","Sri Lanka",44,0,1,2020-03-17
"3031","Sudan",1,1,0,2020-03-17
"3032","Suriname",1,0,0,2020-03-17
"3033","Sweden",1190,7,1,2020-03-17
"3034","Switzerland",2700,27,4,2020-03-17
"3035","Taiwan*",77,1,22,2020-03-17
"3036","Tanzania",1,0,0,2020-03-17
"3037","Thailand",177,1,41,2020-03-17
"3038","The Bahamas",1,0,0,2020-03-17
"3039","The Gambia",1,0,0,2020-03-17
"3040","Togo",1,0,0,2020-03-17
"3041","Trinidad and Tobago",5,0,0,2020-03-17
"3042","Tunisia",24,0,0,2020-03-17
"3043","Turkey",47,1,0,2020-03-17
"3044","Ukraine",14,2,0,2020-03-17
"3045","United Arab Emirates",98,0,23,2020-03-17
"3046","United Kingdom",1960,56,53,2020-03-17
"3047","Uruguay",29,0,0,2020-03-17
"3048","US",6421,108,17,2020-03-17
"3049","Uzbekistan",10,0,0,2020-03-17
"3050","Venezuela",33,0,0,2020-03-17
"3051","Vietnam",66,0,16,2020-03-17
"3052","Afghanistan",22,0,1,2020-03-18
"3053","Albania",59,2,0,2020-03-18
"3054","Algeria",74,7,12,2020-03-18
"3055","Andorra",39,0,1,2020-03-18
"3056","Antigua and Barbuda",1,0,0,2020-03-18
"3057","Argentina",79,2,3,2020-03-18
"3058","Armenia",84,0,1,2020-03-18
"3059","Aruba",4,0,0,2020-03-18
"3060","Australia",568,6,23,2020-03-18
"3061","Austria",1646,4,9,2020-03-18
"3062","Azerbaijan",28,1,6,2020-03-18
"3063","Bahrain",256,1,88,2020-03-18
"3064","Bangladesh",14,1,3,2020-03-18
"3065","Barbados",2,0,0,2020-03-18
"3066","Belarus",51,0,5,2020-03-18
"3067","Belgium",1486,14,31,2020-03-18
"3068","Benin",2,0,0,2020-03-18
"3069","Bhutan",1,0,0,2020-03-18
"3070","Bolivia",12,0,0,2020-03-18
"3071","Bosnia and Herzegovina",38,0,2,2020-03-18
"3072","Brazil",372,3,2,2020-03-18
"3073","Brunei",68,0,0,2020-03-18
"3074","Bulgaria",92,2,0,2020-03-18
"3075","Burkina Faso",20,1,0,2020-03-18
"3076","Cambodia",35,0,1,2020-03-18
"3077","Cameroon",10,0,0,2020-03-18
"3078","Canada",657,8,9,2020-03-18
"3079","Central African Republic",1,0,0,2020-03-18
"3080","Chile",238,0,0,2020-03-18
"3081","China",81102,3241,69755,2020-03-18
"3082","Colombia",93,0,1,2020-03-18
"3083","Congo (Brazzaville)",1,0,0,2020-03-18
"3084","Congo (Kinshasa)",4,0,0,2020-03-18
"3085","Costa Rica",50,0,0,2020-03-18
"3086","Cote d'Ivoire",6,0,1,2020-03-18
"3087","Croatia",81,0,4,2020-03-18
"3088","Cruise Ship",712,7,325,2020-03-18
"3089","Cuba",7,1,0,2020-03-18
"3090","Cyprus",49,0,0,2020-03-18
"3091","Czechia",464,0,3,2020-03-18
"3092","Denmark",1115,4,1,2020-03-18
"3093","Djibouti",1,0,0,2020-03-18
"3094","Dominican Republic",21,1,0,2020-03-18
"3095","Ecuador",111,2,0,2020-03-18
"3096","Egypt",196,6,32,2020-03-18
"3097","Equatorial Guinea",4,0,0,2020-03-18
"3098","Estonia",258,0,1,2020-03-18
"3099","Eswatini",1,0,0,2020-03-18
"3100","Ethiopia",6,0,0,2020-03-18
"3101","Finland",336,0,10,2020-03-18
"3102","France",9052,148,12,2020-03-18
"3103","French Guiana",11,0,0,2020-03-18
"3104","Gabon",1,0,0,2020-03-18
"3105","Gambia, The",1,0,0,2020-03-18
"3106","Georgia",38,0,1,2020-03-18
"3107","Germany",12327,28,105,2020-03-18
"3108","Ghana",7,0,0,2020-03-18
"3109","Greece",418,5,8,2020-03-18
"3110","Greenland",1,0,0,2020-03-18
"3111","Guadeloupe",27,0,0,2020-03-18
"3112","Guam",0,0,0,2020-03-18
"3113","Guatemala",6,1,0,2020-03-18
"3114","Guernsey",0,0,0,2020-03-18
"3115","Guinea",1,0,0,2020-03-18
"3116","Guyana",7,1,0,2020-03-18
"3117","Holy See",1,0,0,2020-03-18
"3118","Honduras",9,0,0,2020-03-18
"3119","Hungary",58,1,2,2020-03-18
"3120","Iceland",250,1,5,2020-03-18
"3121","India",156,3,14,2020-03-18
"3122","Indonesia",227,19,11,2020-03-18
"3123","Iran",17361,1135,5389,2020-03-18
"3124","Iraq",164,12,43,2020-03-18
"3125","Ireland",292,2,5,2020-03-18
"3126","Israel",433,0,11,2020-03-18
"3127","Italy",35713,2978,4025,2020-03-18
"3128","Jamaica",13,0,2,2020-03-18
"3129","Japan",889,29,144,2020-03-18
"3130","Jersey",0,0,0,2020-03-18
"3131","Jordan",52,0,1,2020-03-18
"3132","Kazakhstan",35,0,0,2020-03-18
"3133","Kenya",3,0,0,2020-03-18
"3134","Korea, South",8413,84,1540,2020-03-18
"3135","Kosovo",2,0,0,2020-03-18
"3136","Kuwait",142,0,15,2020-03-18
"3137","Kyrgyzstan",3,0,0,2020-03-18
"3138","Latvia",71,0,1,2020-03-18
"3139","Lebanon",133,3,3,2020-03-18
"3140","Liberia",2,0,0,2020-03-18
"3141","Liechtenstein",28,0,0,2020-03-18
"3142","Lithuania",27,0,1,2020-03-18
"3143","Luxembourg",203,2,0,2020-03-18
"3144","Malaysia",790,2,60,2020-03-18
"3145","Maldives",13,0,0,2020-03-18
"3146","Malta",38,0,2,2020-03-18
"3147","Martinique",19,1,0,2020-03-18
"3148","Mauritania",1,0,0,2020-03-18
"3149","Mauritius",3,0,0,2020-03-18
"3150","Mayotte",3,0,0,2020-03-18
"3151","Mexico",93,0,4,2020-03-18
"3152","Moldova",30,1,1,2020-03-18
"3153","Monaco",7,0,0,2020-03-18
"3154","Mongolia",6,0,0,2020-03-18
"3155","Montenegro",1,0,0,2020-03-18
"3156","Morocco",49,2,1,2020-03-18
"3157","Namibia",2,0,0,2020-03-18
"3158","Nepal",1,0,1,2020-03-18
"3159","Netherlands",2056,58,2,2020-03-18
"3160","New Zealand",20,0,0,2020-03-18
"3161","Nigeria",8,0,1,2020-03-18
"3162","North Macedonia",35,0,1,2020-03-18
"3163","Norway",1550,6,1,2020-03-18
"3164","Oman",39,0,12,2020-03-18
"3165","Pakistan",299,0,2,2020-03-18
"3166","Panama",86,1,0,2020-03-18
"3167","Paraguay",11,0,0,2020-03-18
"3168","Peru",145,0,1,2020-03-18
"3169","Philippines",202,19,5,2020-03-18
"3170","Poland",251,5,13,2020-03-18
"3171","Portugal",448,2,3,2020-03-18
"3172","Puerto Rico",0,0,0,2020-03-18
"3173","Qatar",452,0,4,2020-03-18
"3174","Republic of the Congo",0,0,0,2020-03-18
"3175","Reunion",12,0,0,2020-03-18
"3176","Romania",260,0,19,2020-03-18
"3177","Russia",147,0,8,2020-03-18
"3178","Rwanda",8,0,0,2020-03-18
"3179","Saint Lucia",2,0,0,2020-03-18
"3180","Saint Vincent and the Grenadines",1,0,0,2020-03-18
"3181","San Marino",119,11,4,2020-03-18
"3182","Saudi Arabia",171,0,6,2020-03-18
"3183","Senegal",31,0,2,2020-03-18
"3184","Serbia",83,0,1,2020-03-18
"3185","Seychelles",4,0,0,2020-03-18
"3186","Singapore",313,0,114,2020-03-18
"3187","Slovakia",105,1,0,2020-03-18
"3188","Slovenia",275,1,0,2020-03-18
"3189","Somalia",1,0,0,2020-03-18
"3190","South Africa",116,0,0,2020-03-18
"3191","Spain",13910,623,1081,2020-03-18
"3192","Sri Lanka",51,0,1,2020-03-18
"3193","Sudan",2,1,0,2020-03-18
"3194","Suriname",1,0,0,2020-03-18
"3195","Sweden",1279,10,1,2020-03-18
"3196","Switzerland",3028,28,15,2020-03-18
"3197","Taiwan*",100,1,22,2020-03-18
"3198","Tanzania",3,0,0,2020-03-18
"3199","Thailand",212,1,42,2020-03-18
"3200","The Bahamas",1,0,0,2020-03-18
"3201","The Gambia",0,0,0,2020-03-18
"3202","Togo",1,0,0,2020-03-18
"3203","Trinidad and Tobago",7,0,0,2020-03-18
"3204","Tunisia",29,0,0,2020-03-18
"3205","Turkey",98,1,0,2020-03-18
"3206","Ukraine",14,2,0,2020-03-18
"3207","United Arab Emirates",113,0,26,2020-03-18
"3208","United Kingdom",2642,72,67,2020-03-18
"3209","Uruguay",50,0,0,2020-03-18
"3210","US",7786,118,106,2020-03-18
"3211","Uzbekistan",15,0,0,2020-03-18
"3212","Venezuela",36,0,0,2020-03-18
"3213","Vietnam",75,0,16,2020-03-18
"3214","Zambia",2,0,0,2020-03-18
"3215","Afghanistan",22,0,1,2020-03-19
"3216","Albania",64,2,0,2020-03-19
"3217","Algeria",87,9,32,2020-03-19
"3218","Andorra",53,0,1,2020-03-19
"3219","Antigua and Barbuda",1,0,0,2020-03-19
"3220","Argentina",97,3,3,2020-03-19
"3221","Armenia",115,0,1,2020-03-19
"3222","Aruba",4,0,0,2020-03-19
"3223","Australia",681,6,26,2020-03-19
"3224","Austria",2013,6,9,2020-03-19
"3225","Azerbaijan",44,1,6,2020-03-19
"3226","Bahamas, The",3,0,0,2020-03-19
"3227","Bahrain",278,1,100,2020-03-19
"3228","Bangladesh",17,1,3,2020-03-19
"3229","Barbados",5,0,0,2020-03-19
"3230","Belarus",51,0,5,2020-03-19
"3231","Belgium",1795,21,31,2020-03-19
"3232","Benin",2,0,0,2020-03-19
"3233","Bhutan",1,0,0,2020-03-19
"3234","Bolivia",12,0,0,2020-03-19
"3235","Bosnia and Herzegovina",63,0,2,2020-03-19
"3236","Brazil",621,6,2,2020-03-19
"3237","Brunei",75,0,0,2020-03-19
"3238","Bulgaria",94,3,0,2020-03-19
"3239","Burkina Faso",33,1,0,2020-03-19
"3240","Cambodia",37,0,1,2020-03-19
"3241","Cameroon",13,0,0,2020-03-19
"3242","Canada",800,9,9,2020-03-19
"3243","Central African Republic",1,0,0,2020-03-19
"3244","Chad",1,0,0,2020-03-19
"3245","Chile",238,0,0,2020-03-19
"3246","China",81156,3249,70535,2020-03-19
"3247","Colombia",102,0,1,2020-03-19
"3248","Congo (Brazzaville)",3,0,0,2020-03-19
"3249","Congo (Kinshasa)",14,0,0,2020-03-19
"3250","Costa Rica",69,1,0,2020-03-19
"3251","Cote d'Ivoire",9,0,1,2020-03-19
"3252","Croatia",105,1,5,2020-03-19
"3253","Cruise Ship",712,7,325,2020-03-19
"3254","Cuba",11,1,0,2020-03-19
"3255","Cyprus",67,0,0,2020-03-19
"3256","Czechia",694,0,3,2020-03-19
"3257","Denmark",1225,6,1,2020-03-19
"3258","Djibouti",1,0,0,2020-03-19
"3259","Dominican Republic",34,2,0,2020-03-19
"3260","Ecuador",199,3,0,2020-03-19
"3261","Egypt",256,6,32,2020-03-19
"3262","El Salvador",1,0,0,2020-03-19
"3263","Equatorial Guinea",6,0,0,2020-03-19
"3264","Estonia",267,0,1,2020-03-19
"3265","Eswatini",1,0,0,2020-03-19
"3266","Ethiopia",6,0,0,2020-03-19
"3267","Fiji",1,0,0,2020-03-19
"3268","Finland",400,0,10,2020-03-19
"3269","France",10886,243,12,2020-03-19
"3270","French Guiana",11,0,0,2020-03-19
"3271","Gabon",1,0,0,2020-03-19
"3272","Gambia, The",1,0,0,2020-03-19
"3273","Georgia",40,0,1,2020-03-19
"3274","Germany",15320,44,113,2020-03-19
"3275","Ghana",11,0,0,2020-03-19
"3276","Greece",418,6,8,2020-03-19
"3277","Greenland",0,0,0,2020-03-19
"3278","Guadeloupe",33,0,0,2020-03-19
"3279","Guam",0,0,0,2020-03-19
"3280","Guatemala",9,1,0,2020-03-19
"3281","Guernsey",0,0,0,2020-03-19
"3282","Guinea",1,0,0,2020-03-19
"3283","Guyana",7,1,0,2020-03-19
"3284","Holy See",1,0,0,2020-03-19
"3285","Honduras",12,0,0,2020-03-19
"3286","Hungary",73,1,2,2020-03-19
"3287","Iceland",330,1,5,2020-03-19
"3288","India",194,4,15,2020-03-19
"3289","Indonesia",311,25,11,2020-03-19
"3290","Iran",18407,1284,5710,2020-03-19
"3291","Iraq",192,13,43,2020-03-19
"3292","Ireland",557,3,5,2020-03-19
"3293","Israel",677,0,11,2020-03-19
"3294","Italy",41035,3405,4440,2020-03-19
"3295","Jamaica",15,1,2,2020-03-19
"3296","Japan",924,29,150,2020-03-19
"3297","Jersey",0,0,0,2020-03-19
"3298","Jordan",69,0,1,2020-03-19
"3299","Kazakhstan",44,0,0,2020-03-19
"3300","Kenya",7,0,0,2020-03-19
"3301","Korea, South",8565,91,1540,2020-03-19
"3302","Kosovo",2,0,0,2020-03-19
"3303","Kuwait",148,0,18,2020-03-19
"3304","Kyrgyzstan",3,0,0,2020-03-19
"3305","Latvia",86,0,1,2020-03-19
"3306","Lebanon",157,4,4,2020-03-19
"3307","Liberia",2,0,0,2020-03-19
"3308","Liechtenstein",28,0,0,2020-03-19
"3309","Lithuania",36,0,1,2020-03-19
"3310","Luxembourg",335,4,0,2020-03-19
"3311","Malaysia",900,2,75,2020-03-19
"3312","Maldives",13,0,0,2020-03-19
"3313","Malta",53,0,2,2020-03-19
"3314","Martinique",23,1,0,2020-03-19
"3315","Mauritania",2,0,0,2020-03-19
"3316","Mauritius",3,0,0,2020-03-19
"3317","Mayotte",3,0,0,2020-03-19
"3318","Mexico",118,1,4,2020-03-19
"3319","Moldova",49,1,1,2020-03-19
"3320","Monaco",7,0,0,2020-03-19
"3321","Mongolia",6,0,0,2020-03-19
"3322","Montenegro",3,0,0,2020-03-19
"3323","Morocco",63,2,1,2020-03-19
"3324","Namibia",3,0,0,2020-03-19
"3325","Nepal",1,0,1,2020-03-19
"3326","Netherlands",2465,77,2,2020-03-19
"3327","New Zealand",28,0,0,2020-03-19
"3328","Nicaragua",1,0,0,2020-03-19
"3329","Nigeria",8,0,1,2020-03-19
"3330","North Macedonia",48,0,1,2020-03-19
"3331","Norway",1746,7,1,2020-03-19
"3332","Oman",48,0,12,2020-03-19
"3333","Pakistan",454,2,13,2020-03-19
"3334","Panama",109,1,0,2020-03-19
"3335","Paraguay",11,0,0,2020-03-19
"3336","Peru",234,0,1,2020-03-19
"3337","Philippines",217,17,8,2020-03-19
"3338","Poland",355,5,1,2020-03-19
"3339","Portugal",785,3,3,2020-03-19
"3340","Puerto Rico",0,0,0,2020-03-19
"3341","Qatar",460,0,4,2020-03-19
"3342","Republic of the Congo",0,0,0,2020-03-19
"3343","Reunion",14,0,0,2020-03-19
"3344","Romania",277,0,25,2020-03-19
"3345","Russia",199,1,9,2020-03-19
"3346","Rwanda",8,0,0,2020-03-19
"3347","Saint Lucia",2,0,0,2020-03-19
"3348","Saint Vincent and the Grenadines",1,0,0,2020-03-19
"3349","San Marino",119,11,4,2020-03-19
"3350","Saudi Arabia",274,0,6,2020-03-19
"3351","Senegal",31,0,2,2020-03-19
"3352","Serbia",103,0,1,2020-03-19
"3353","Seychelles",6,0,0,2020-03-19
"3354","Singapore",345,0,114,2020-03-19
"3355","Slovakia",123,1,0,2020-03-19
"3356","Slovenia",286,1,0,2020-03-19
"3357","Somalia",1,0,0,2020-03-19
"3358","South Africa",150,0,0,2020-03-19
"3359","Spain",17963,830,1107,2020-03-19
"3360","Sri Lanka",60,0,3,2020-03-19
"3361","Sudan",2,1,0,2020-03-19
"3362","Suriname",1,0,0,2020-03-19
"3363","Sweden",1439,11,16,2020-03-19
"3364","Switzerland",4075,41,15,2020-03-19
"3365","Taiwan*",108,1,26,2020-03-19
"3366","Tanzania",6,0,0,2020-03-19
"3367","Thailand",272,1,42,2020-03-19
"3368","The Bahamas",0,0,0,2020-03-19
"3369","The Gambia",0,0,0,2020-03-19
"3370","Togo",1,0,0,2020-03-19
"3371","Trinidad and Tobago",9,0,0,2020-03-19
"3372","Tunisia",39,1,0,2020-03-19
"3373","Turkey",192,3,0,2020-03-19
"3374","Ukraine",16,2,0,2020-03-19
"3375","United Arab Emirates",140,0,31,2020-03-19
"3376","United Kingdom",2716,138,67,2020-03-19
"3377","Uruguay",79,0,0,2020-03-19
"3378","US",13680,200,108,2020-03-19
"3379","Uzbekistan",23,0,0,2020-03-19
"3380","Venezuela",42,0,0,2020-03-19
"3381","Vietnam",85,0,16,2020-03-19
"3382","Zambia",2,0,0,2020-03-19
"3383","Afghanistan",24,0,1,2020-03-20
"3384","Albania",70,2,0,2020-03-20
"3385","Algeria",90,11,32,2020-03-20
"3386","Andorra",75,0,1,2020-03-20
"3387","Angola",1,0,0,2020-03-20
"3388","Antigua and Barbuda",1,0,0,2020-03-20
"3389","Argentina",128,3,3,2020-03-20
"3390","Armenia",136,0,1,2020-03-20
"3391","Australia",791,7,26,2020-03-20
"3392","Austria",2388,6,9,2020-03-20
"3393","Azerbaijan",44,1,6,2020-03-20
"3394","Bahamas, The",3,0,0,2020-03-20
"3395","Bahrain",285,1,100,2020-03-20
"3396","Bangladesh",20,1,3,2020-03-20
"3397","Barbados",5,0,0,2020-03-20
"3398","Belarus",69,0,5,2020-03-20
"3399","Belgium",2257,37,1,2020-03-20
"3400","Benin",2,0,0,2020-03-20
"3401","Bhutan",2,0,0,2020-03-20
"3402","Bolivia",15,0,0,2020-03-20
"3403","Bosnia and Herzegovina",89,0,2,2020-03-20
"3404","Brazil",793,11,2,2020-03-20
"3405","Brunei",78,0,1,2020-03-20
"3406","Bulgaria",127,3,0,2020-03-20
"3407","Burkina Faso",40,1,0,2020-03-20
"3408","Cabo Verde",1,0,0,2020-03-20
"3409","Cambodia",51,0,1,2020-03-20
"3410","Cameroon",20,0,0,2020-03-20
"3411","Canada",943,12,9,2020-03-20
"3412","Central African Republic",3,0,0,2020-03-20
"3413","Chad",1,0,0,2020-03-20
"3414","Chile",434,0,6,2020-03-20
"3415","China",81250,3253,71266,2020-03-20
"3416","Colombia",128,0,1,2020-03-20
"3417","Congo (Brazzaville)",3,0,0,2020-03-20
"3418","Congo (Kinshasa)",18,0,0,2020-03-20
"3419","Costa Rica",89,1,0,2020-03-20
"3420","Cote d'Ivoire",9,0,1,2020-03-20
"3421","Croatia",128,1,5,2020-03-20
"3422","Cruise Ship",712,7,325,2020-03-20
"3423","Cuba",16,1,0,2020-03-20
"3424","Cyprus",67,0,0,2020-03-20
"3425","Czechia",833,0,4,2020-03-20
"3426","Denmark",1337,9,1,2020-03-20
"3427","Djibouti",1,0,0,2020-03-20
"3428","Dominican Republic",72,2,0,2020-03-20
"3429","Ecuador",367,5,0,2020-03-20
"3430","Egypt",285,8,39,2020-03-20
"3431","El Salvador",1,0,0,2020-03-20
"3432","Equatorial Guinea",6,0,0,2020-03-20
"3433","Estonia",283,0,1,2020-03-20
"3434","Eswatini",1,0,0,2020-03-20
"3435","Ethiopia",9,0,0,2020-03-20
"3436","Fiji",1,0,0,2020-03-20
"3437","Finland",450,0,10,2020-03-20
"3438","France",12632,450,12,2020-03-20
"3439","French Guiana",15,0,0,2020-03-20
"3440","Gabon",3,1,0,2020-03-20
"3441","Gambia, The",1,0,0,2020-03-20
"3442","Georgia",43,0,1,2020-03-20
"3443","Germany",19848,67,180,2020-03-20
"3444","Ghana",16,0,0,2020-03-20
"3445","Greece",495,6,19,2020-03-20
"3446","Greenland",0,0,0,2020-03-20
"3447","Guadeloupe",45,0,0,2020-03-20
"3448","Guam",0,0,0,2020-03-20
"3449","Guatemala",12,1,0,2020-03-20
"3450","Guernsey",0,0,0,2020-03-20
"3451","Guinea",1,0,0,2020-03-20
"3452","Guyana",7,1,0,2020-03-20
"3453","Haiti",2,0,0,2020-03-20
"3454","Holy See",1,0,0,2020-03-20
"3455","Honduras",24,0,0,2020-03-20
"3456","Hungary",85,3,2,2020-03-20
"3457","Iceland",409,0,5,2020-03-20
"3458","India",244,5,20,2020-03-20
"3459","Indonesia",369,32,15,2020-03-20
"3460","Iran",19644,1433,6745,2020-03-20
"3461","Iraq",208,17,49,2020-03-20
"3462","Ireland",683,3,5,2020-03-20
"3463","Israel",705,0,14,2020-03-20
"3464","Italy",47021,4032,4440,2020-03-20
"3465","Jamaica",16,1,2,2020-03-20
"3466","Japan",963,33,191,2020-03-20
"3467","Jersey",0,0,0,2020-03-20
"3468","Jordan",85,0,1,2020-03-20
"3469","Kazakhstan",49,3,0,2020-03-20
"3470","Kenya",7,0,0,2020-03-20
"3471","Korea, South",8652,94,1540,2020-03-20
"3472","Kosovo",2,0,0,2020-03-20
"3473","Kuwait",159,0,18,2020-03-20
"3474","Kyrgyzstan",6,0,0,2020-03-20
"3475","Latvia",111,0,1,2020-03-20
"3476","Lebanon",163,4,4,2020-03-20
"3477","Liberia",2,0,0,2020-03-20
"3478","Liechtenstein",28,0,0,2020-03-20
"3479","Lithuania",49,0,1,2020-03-20
"3480","Luxembourg",484,4,0,2020-03-20
"3481","Madagascar",3,0,0,2020-03-20
"3482","Malaysia",1030,3,87,2020-03-20
"3483","Maldives",13,0,0,2020-03-20
"3484","Malta",64,0,2,2020-03-20
"3485","Martinique",32,1,0,2020-03-20
"3486","Mauritania",2,0,0,2020-03-20
"3487","Mauritius",12,0,0,2020-03-20
"3488","Mayotte",6,0,0,2020-03-20
